N,AVLFindBest,AVLFindWorst,AVLFindAverage,BSTFindBest,BSTFindWorst,BSTFindAverage,AVLInsertBest,AVLInsertWorst,AVLInsertAverage,BSTInsertBest,BSTInsertWorst,BSTInsertAverage
272,1,19,13.985294117647058,1,31,16.875,2,4226,1926.485294117647,0,4318,1896.75
273,1,19,13.996336996336996,1,31,16.89010989010989,2,4244,1934.974358974359,0,4338,1905.6923076923076
274,1,19,14.007299270072993,1,31,16.912408759124087,2,4262,1943.4671532846714,0,4360,1914.6496350364964
275,1,19,14.018181818181818,1,31,16.956363636363637,2,4280,1951.9636363636364,0,4388,1923.6436363636365
276,1,19,14.014492753623188,1,31,16.97826086956522,2,4300,1960.4710144927535,0,4410,1932.6521739130435
277,1,19,14.032490974729242,1,31,16.971119133574007,2,4318,1968.9819494584838,0,4424,1941.6462093862815
278,1,19,14.028776978417266,1,31,16.992805755395683,2,4336,1977.4964028776978,0,4446,1950.6546762589928
279,1,19,14.039426523297491,1,31,16.985663082437277,2,4354,1986.0143369175628,0,4460,1959.6487455197132
280,1,19,14.05,1,31,17.014285714285716,2,4372,1994.5357142857142,0,4484,1968.6642857142858
281,1,19,14.06049822064057,1,31,17.01423487544484,2,4388,2003.053380782918,0,4500,1977.6725978647687
282,1,19,14.063829787234043,1,31,17.02836879432624,2,4408,2011.5815602836878,0,4520,1986.6879432624114
283,1,19,14.060070671378092,1,31,17.021201413427562,2,4426,2020.113074204947,0,4534,1995.6890459363958
284,1,19,14.049295774647888,1,31,17.06338028169014,2,4446,2028.6549295774648,0,4562,2004.725352112676
285,1,19,14.059649122807018,1,31,17.063157894736843,2,4464,2037.2,0,4578,2013.7543859649122
286,1,19,14.06993006993007,1,31,17.062937062937063,2,4482,2045.7482517482517,0,4594,2022.7762237762238
287,1,19,14.073170731707316,1,31,17.083623693379792,2,4500,2054.2996515679442,0,4616,2031.8118466898954
288,1,19,14.090277777777779,1,31,17.07638888888889,2,4518,2062.8541666666665,0,4630,2040.8333333333333
289,1,19,14.086505190311419,1,31,17.08304498269896,2,4538,2071.418685121107,0,4648,2049.8546712802768
290,1,19,14.089655172413794,1,31,17.117241379310343,2,4556,2079.9862068965517,0,4674,2058.903448275862
291,1,19,14.099656357388316,1,31,17.10996563573883,2,4574,2088.556701030928,0,4688,2067.938144329897
292,1,19,14.102739726027398,1,31,17.116438356164384,2,4592,2097.1301369863013,0,4706,2076.972602739726
293,1,19,14.10580204778157,1,31,17.14334470989761,2,4610,2105.7064846416383,0,4730,2086.027303754266
294,1,19,14.115646258503402,1,31,17.163265306122447,2,4630,2114.292517006803,0,4752,2095.095238095238
295,1,19,14.11864406779661,1,31,17.189830508474575,2,4648,2122.8813559322034,0,4776,2104.1830508474577
296,1,19,14.135135135135135,1,31,17.20945945945946,2,4666,2131.472972972973,0,4798,2113.2837837837837
297,1,19,14.144781144781145,1,31,17.208754208754208,2,4684,2140.06734006734,0,4814,2122.3771043771044
298,1,19,14.154362416107382,1,31,17.221476510067113,2,4704,2148.6711409395975,0,4834,2131.4765100671143
299,1,19,14.157190635451505,1,31,17.22742474916388,2,4722,2157.277591973244,0,4852,2140.57525083612
300,1,19,14.173333333333334,1,31,17.233333333333334,2,4740,2165.8866666666668,0,4870,2149.673333333333
301,1,19,14.17607973421927,1,31,17.259136212624586,2,4758,2174.498338870432,0,4894,2158.7906976744184
302,1,19,14.185430463576159,1,31,17.264900662251655,2,4776,2183.112582781457,0,4912,2167.907284768212
303,1,19,14.188118811881187,1,31,17.297029702970296,2,4796,2191.7359735973596,0,4938,2177.0495049504952
304,1,19,14.197368421052632,1,31,17.32236842105263,2,4816,2200.3684210526317,0,4962,2186.2105263157896
305,1,19,14.21311475409836,1,31,17.340983606557376,2,4834,2209.0032786885245,0,4984,2195.383606557377
306,1,19,14.215686274509803,1,31,17.366013071895424,2,4854,2217.6470588235293,0,5008,2204.575163398693
307,1,19,14.224755700325733,1,31,17.39087947882736,2,4874,2226.299674267101,0,5032,2213.785016286645
308,1,19,14.24025974025974,1,31,17.4025974025974,2,4894,2234.961038961039,0,5052,2223.0
309,1,19,14.242718446601941,1,31,17.39482200647249,2,4912,2243.624595469256,0,5066,2232.2006472491908
310,1,19,14.251612903225807,1,31,17.38064516129032,2,4932,2252.2967741935486,0,5078,2241.3806451612904
311,1,19,14.2475884244373,1,31,17.392282958199356,2,4952,2260.9774919614147,0,5098,2250.565916398714
312,1,19,14.243589743589743,1,31,17.371794871794872,2,4970,2269.6602564102564,0,5108,2259.724358974359
313,1,19,14.252396166134185,1,31,17.383386581469647,2,4990,2278.3514376996804,0,5128,2268.888178913738
314,1,19,14.242038216560509,1,31,17.401273885350317,2,5008,2287.044585987261,0,5150,2278.063694267516
315,1,19,14.244444444444444,1,31,17.43174603174603,2,5028,2295.746031746032,0,5176,2287.263492063492
316,1,19,14.246835443037975,1,31,17.474683544303797,2,5050,2304.4620253164558,0,5206,2296.5
317,1,19,14.25552050473186,1,31,17.485804416403784,2,5068,2313.179810725552,0,5226,2305.741324921136
318,1,19,14.264150943396226,1,31,17.49056603773585,2,5086,2321.8993710691825,0,5244,2314.9811320754716
319,1,19,14.266457680250785,1,31,17.50783699059561,2,5106,2330.6269592476488,0,5266,2324.23197492163
320,1,19,14.26875,1,31,17.5,2,5126,2339.3625,0,5280,2333.46875
321,1,19,14.277258566978194,1,31,17.50467289719626,2,5144,2348.0996884735205,0,5298,2342.7040498442366
322,1,19,14.285714285714286,1,31,17.509316770186334,2,5164,2356.8447204968943,0,5316,2351.9378881987577
323,1,19,14.294117647058824,1,31,17.507739938080494,2,5182,2365.5913312693497,0,5332,2361.1640866873063
324,1,19,14.302469135802468,1,31,17.493827160493826,2,5200,2374.3395061728397,0,5344,2370.3703703703704
325,1,19,14.304615384615385,1,31,17.498461538461537,2,5220,2383.095384615385,0,5362,2379.575384615385
326,1,19,14.312883435582823,1,31,17.50920245398773,2,5238,2391.852760736196,0,5382,2388.7852760736196
327,1,19,14.321100917431192,1,31,17.54434250764526,2,5258,2400.617737003058,0,5410,2398.0244648318044
328,1,19,14.329268292682928,1,31,17.548780487804876,2,5278,2409.390243902439,0,5428,2407.262195121951
329,1,19,14.337386018237082,1,31,17.559270516717326,2,5298,2418.1702127659573,0,5448,2416.504559270517
330,1,19,14.333333333333334,1,31,17.575757575757574,2,5318,2426.957575757576,0,5470,2425.757575757576
331,1,19,14.33534743202417,1,31,17.604229607250755,2,5334,2435.740181268882,0,5496,2435.0332326283988
332,1,19,14.343373493975903,1,31,17.626506024096386,2,5354,2444.5301204819275,0,5520,2444.3253012048194
333,1,19,14.33933933933934,1,31,17.61861861861862,2,5372,2453.321321321321,0,5534,2453.6036036036035
334,1,19,14.335329341317365,1,31,17.652694610778443,2,5394,2462.125748502994,0,5562,2462.9101796407185
335,1,19,14.343283582089553,1,31,17.66268656716418,2,5412,2470.931343283582,0,5582,2472.220895522388
336,1,19,14.345238095238095,1,31,17.696428571428573,2,5432,2479.7440476190477,0,5610,2481.559523809524
337,1,19,14.353115727002967,1,31,17.729970326409497,2,5450,2488.5578635014836,0,5638,2490.9258160237387
338,1,19,14.36094674556213,1,31,17.76923076923077,2,5472,2497.3846153846152,0,5668,2500.3254437869823
339,1,19,14.35693215339233,1,31,17.78466076696165,2,5490,2506.212389380531,0,5690,2509.734513274336
340,1,19,14.358823529411765,1,31,17.811764705882354,2,5506,2515.035294117647,0,5716,2519.164705882353
341,1,19,14.366568914956012,1,31,17.84457478005865,2,5524,2523.859237536657,0,5744,2528.6217008797653
342,1,19,14.362573099415204,1,31,17.859649122807017,2,5542,2532.684210526316,0,5766,2538.0877192982457
343,1,19,14.370262390670554,1,31,17.862973760932945,2,5560,2541.5102040816328,0,5784,2547.5510204081634
344,1,19,14.372093023255815,1,31,17.848837209302324,2,5578,2550.3372093023254,0,5796,2556.9941860465115
345,1,19,14.385507246376811,1,31,17.87536231884058,2,5600,2559.1768115942027,0,5822,2566.4579710144926
346,1,19,14.38728323699422,1,31,17.872832369942195,2,5618,2568.0173410404623,0,5838,2575.9132947976877
347,1,19,14.389048991354468,1,31,17.910662824207492,2,5636,2576.8587896253603,0,5868,2585.400576368876
348,1,19,14.39655172413793,1,31,17.913793103448278,2,5652,2585.6954022988507,0,5886,2594.885057471264
349,1,19,14.404011461318051,1,31,17.911174785100286,2,5670,2594.532951289398,0,5902,2604.3610315186247
350,1,19,14.411428571428571,1,31,17.914285714285715,2,5688,2603.3714285714286,0,5920,2613.8342857142857
351,1,19,14.413105413105413,1,31,17.91168091168091,2,5708,2612.2165242165242,0,5936,2623.2991452991455
352,1,19,14.414772727272727,1,31,17.90909090909091,2,5726,2621.0625,0,5952,2632.755681818182
353,1,19,14.422096317280452,1,31,17.93484419263456,2,5748,2629.920679886686,0,5978,2642.2322946175636
354,1,19,14.429378531073446,1,31,17.949152542372882,2,5768,2638.785310734463,0,6000,2651.7175141242938
355,1,19,14.43661971830986,1,31,17.980281690140846,2,5786,2647.650704225352,0,6028,2661.2281690140844
356,1,19,14.4438202247191,1,31,17.97752808988764,2,5804,2656.516853932584,0,6044,2670.7303370786517
357,1,19,14.445378151260504,1,31,17.952380952380953,2,5824,2665.389355742297,0,6052,2680.201680672269
358,1,19,14.452513966480447,1,31,17.98324022346369,2,5842,2674.2625698324023,0,6080,2689.6983240223462
359,1,19,14.459610027855152,1,31,17.969359331476323,2,5860,2683.136490250696,0,6092,2699.175487465181
360,1,19,14.455555555555556,1,31,17.97222222222222,2,5880,2692.016666666667,0,6110,2708.65
361,1,19,14.462603878116344,1,31,17.997229916897506,2,5900,2700.9030470914126,0,6136,2718.1440443213296
362,1,19,14.464088397790055,1,31,18.011049723756905,2,5918,2709.790055248619,0,6158,2727.646408839779
363,1,19,14.47107438016529,1,31,18.013774104683197,2,5938,2718.6831955922867,0,6176,2737.146005509642
364,1,19,14.472527472527473,1,31,18.016483516483518,2,5956,2727.576923076923,0,6194,2746.6428571428573
365,1,19,14.479452054794521,1,31,18.019178082191782,2,5974,2736.4712328767123,0,6212,2756.1369863013697
366,1,19,14.480874316939891,1,31,18.02185792349727,2,5992,2745.3661202185795,0,6230,2765.6284153005463
367,1,19,14.482288828337875,1,31,18.029972752043598,2,6012,2754.267029972752,0,6250,2775.122615803815
368,1,19,14.48913043478261,1,31,18.03804347826087,2,6032,2763.1739130434785,0,6270,2784.6195652173915
369,1,19,14.495934959349594,1,33,18.07859078590786,2,6052,2772.086720867209,0,6302,2794.1517615176153
370,1,19,14.502702702702702,1,33,18.0972972972973,2,6070,2781.0,0,6326,2803.697297297297
371,1,19,14.504043126684635,1,33,18.110512129380055,2,6092,2789.9245283018868,0,6348,2813.2506738544475
372,1,19,14.516129032258064,1,33,18.129032258064516,2,6114,2798.8602150537636,0,6372,2822.8172043010754
373,1,19,14.52278820375335,1,33,18.142091152815013,2,6132,2807.7962466487934,0,6394,2832.3914209115283
374,1,19,14.529411764705882,1,33,18.144385026737968,2,6150,2816.7326203208554,0,6412,2841.96256684492
375,1,19,14.530666666666667,1,33,18.157333333333334,2,6170,2825.674666666667,0,6434,2851.541333333333
376,1,19,14.53191489361702,1,33,18.164893617021278,2,6188,2834.6170212765956,0,6454,2861.122340425532
377,1,19,14.538461538461538,1,33,18.156498673740053,2,6208,2843.5649867374004,0,6468,2870.689655172414
378,1,19,14.544973544973544,1,33,18.164021164021165,2,6228,2852.5185185185187,0,6488,2880.259259259259
379,1,19,14.551451187335092,1,33,18.187335092348285,2,6248,2861.4775725593668,0,6514,2889.8469656992083
380,1,19,14.563157894736841,1,33,18.205263157894738,2,6268,2870.442105263158,0,6538,2899.4473684210525
381,1,19,14.569553805774278,1,33,18.212598425196852,2,6290,2879.417322834646,0,6558,2909.0498687664044
382,1,19,14.581151832460733,1,33,18.225130890052355,2,6310,2888.3979057591623,0,6580,2918.6596858638745
383,1,19,14.587467362924283,1,33,18.237597911227155,2,6330,2897.3838120104438,0,6602,2928.276762402089
384,1,19,14.59375,1,33,18.239583333333332,2,6348,2906.3697916666665,0,6620,2937.890625
385,1,19,14.6,1,33,18.26233766233766,2,6366,2915.3558441558444,0,6646,2947.522077922078
386,1,19,14.61139896373057,1,33,18.269430051813472,2,6388,2924.352331606218,0,6666,2957.1554404145077
387,1,19,14.622739018087856,1,33,18.29198966408269,2,6408,2933.354005167959,0,6692,2966.8062015503874
388,1,19,14.628865979381443,1,33,18.314432989690722,2,6428,2942.360824742268,0,6718,2976.4742268041236
389,1,19,14.63496143958869,1,33,18.311053984575835,2,6446,2951.367609254499,0,6734,2986.133676092545
390,1,19,14.646153846153846,1,33,18.328205128205127,2,6468,2960.3846153846152,0,6758,2995.8051282051283
391,1,19,14.652173913043478,1,33,18.365728900255753,2,6490,2969.4117647058824,0,6790,3005.5089514066494
392,1,19,14.658163265306122,1,33,18.377551020408163,2,6510,2978.4438775510203,0,6812,3015.219387755102
393,1,19,14.664122137404581,1,33,18.384223918575064,2,6530,2987.4809160305344,0,6832,3024.9312977099235
394,1,19,14.6751269035533,1,33,18.390862944162436,2,6550,2996.522842639594,0,6852,3034.6446700507613
395,1,19,14.686075949367089,1,33,18.40759493670886,2,6570,3005.5696202531644,0,6876,3044.3696202531646
396,1,19,14.691919191919192,1,33,18.40909090909091,2,6590,3014.621212121212,0,6894,3054.090909090909
397,1,19,14.702770780856422,1,33,18.425692695214106,2,6610,3023.67758186398,0,6918,3063.823677581864
398,1,19,14.71356783919598,1,33,18.4321608040201,2,6632,3032.743718592965,0,6938,3073.5577889447236
399,1,19,14.714285714285714,1,33,18.448621553884713,2,6650,3041.809523809524,0,6962,3083.3032581453635
400,1,19,14.725,1,33,18.465,2,6670,3050.88,0,6986,3093.06
401,1,19,14.730673316708229,1,33,18.481296758104737,2,6690,3059.955112219451,0,7010,3102.827930174564
402,1,19,14.74129353233831,1,33,18.497512437810947,2,6710,3069.0348258706467,0,7034,3112.6069651741295
403,1,19,14.746898263027296,1,33,18.49379652605459,2,6728,3078.1141439205953,0,7050,3122.377171215881
404,1,19,14.757425742574258,1,33,18.5,2,6748,3087.19801980198,0,7070,3132.1485148514853
405,1,19,14.758024691358024,1,33,18.506172839506174,2,6768,3096.286419753086,0,7090,3141.920987654321
406,1,19,14.758620689655173,1,33,18.51231527093596,2,6786,3105.3743842364534,0,7110,3151.694581280788
407,1,19,14.769041769041769,1,33,18.513513513513512,2,6806,3114.4668304668303,0,7128,3161.4643734643732
408,1,19,14.779411764705882,1,33,18.529411764705884,2,6826,3123.5637254901962,0,7152,3171.2450980392155
409,1,19,14.78484107579462,1,33,18.535452322738386,2,6846,3132.6650366748167,0,7172,3181.0268948655257
410,1,19,14.790243902439025,1,33,18.55609756097561,2,6866,3141.7707317073173,0,7198,3190.8243902439026
411,1,19,14.795620437956204,1,33,18.57177615571776,2,6884,3150.875912408759,0,7222,3200.632603406326
412,1,19,14.79126213592233,1,33,18.58252427184466,2,6904,3159.9854368932038,0,7244,3210.4466019417478
413,1,19,14.796610169491526,1,33,18.578692493946733,2,6924,3169.0992736077483,0,7260,3220.2518159806295
414,1,19,14.806763285024154,1,33,18.613526570048307,2,6946,3178.222222222222,0,7292,3230.086956521739
415,1,19,14.812048192771085,1,33,18.62409638554217,2,6968,3187.35421686747,0,7314,3239.9277108433735
416,1,19,14.817307692307692,1,33,18.60576923076923,2,6988,3196.4903846153848,0,7324,3249.7451923076924
417,1,19,14.822541966426858,1,33,18.60671462829736,2,7006,3205.6258992805756,0,7342,3259.558752997602
418,1,19,14.82775119617225,1,33,18.60287081339713,2,7024,3214.7607655502393,0,7358,3269.3636363636365
419,1,19,14.83293556085919,1,33,18.618138424821,2,7044,3223.8997613365154,0,7382,3279.178997613365
420,1,19,14.838095238095239,1,33,18.633333333333333,2,7064,3233.042857142857,0,7406,3289.004761904762
421,1,19,14.847980997624703,1,33,18.653206650831354,2,7086,3242.1947743467936,0,7432,3298.8456057007124
422,1,19,14.843601895734597,1,33,18.654028436018958,2,7106,3251.350710900474,0,7450,3308.6824644549765
423,1,19,14.853427895981087,1,33,18.6548463356974,2,7126,3260.5106382978724,0,7468,3318.51536643026
424,1,19,14.86320754716981,1,33,18.669811320754718,2,7148,3269.6792452830186,0,7492,3328.3584905660377
425,1,19,14.868235294117648,1,33,18.656470588235294,2,7166,3278.8470588235296,0,7504,3338.1835294117645
426,1,19,14.873239436619718,1,33,18.657276995305164,2,7182,3288.0093896713615,0,7522,3348.0046948356808
427,1,19,14.873536299765808,1,33,18.66744730679157,2,7200,3297.1709601873536,0,7544,3357.831381733021
428,1,19,14.878504672897197,1,33,18.677570093457945,2,7220,3306.336448598131,0,7566,3367.663551401869
429,1,19,14.883449883449883,1,33,18.678321678321677,2,7238,3315.5011655011654,0,7584,3377.4918414918416
430,1,19,14.893023255813954,1,33,18.693023255813955,2,7260,3324.6744186046512,0,7608,3387.3302325581394
431,1,19,14.902552204176335,1,33,18.693735498839906,2,7280,3333.8515081206497,0,7626,3397.1647331786544
432,1,19,14.912037037037036,1,33,18.72222222222222,2,7302,3343.037037037037,0,7656,3407.0231481481483
433,1,19,14.916859122401847,1,33,18.745958429561203,2,7320,3352.2217090069284,0,7684,3416.9006928406466
434,1,19,14.921658986175116,1,33,18.76036866359447,2,7340,3361.410138248848,0,7708,3426.78801843318
435,1,19,14.92183908045977,1,33,18.78390804597701,2,7356,3370.593103448276,0,7736,3436.694252873563
436,1,19,14.926605504587156,1,33,18.788990825688074,2,7376,3379.7798165137615,0,7756,3446.6009174311926
437,1,19,14.935926773455378,1,33,18.80320366132723,2,7396,3388.9702517162473,0,7780,3456.5171624713957
438,1,19,14.945205479452055,1,33,18.80821917808219,2,7418,3398.1689497716893,0,7800,3466.433789954338
439,1,19,14.9498861047836,1,33,18.813211845102504,2,7438,3407.371298405467,0,7820,3476.3507972665147
440,1,19,14.954545454545455,1,33,18.8,2,7456,3416.572727272727,0,7832,3486.25
441,1,19,14.959183673469388,1,33,18.81859410430839,2,7478,3425.78231292517,0,7858,3496.1632653061224
442,1,19,14.963800904977376,1,33,18.832579185520363,2,7498,3434.995475113122,0,7882,3506.085972850679
443,1,19,14.968397291196387,1,33,18.851015801354404,2,7520,3444.216704288939,0,7908,3516.022573363431
444,1,19,14.977477477477477,1,33,18.855855855855857,2,7540,3453.4414414414414,0,7928,3525.9594594594596
445,1,19,14.986516853932585,1,33,18.865168539325843,2,7560,3462.6696629213484,0,7950,3535.9011235955054
446,1,19,14.991031390134529,1,33,18.8609865470852,2,7580,3471.9013452914796,0,7966,3545.8340807174886
447,1,19,15.0,1,33,18.86577181208054,2,7600,3481.136465324385,0,7986,3555.767337807606
448,1,19,15.004464285714286,1,33,18.875,2,7620,3490.375,0,8008,3565.7053571428573
449,1,19,15.0,1,33,18.870824053452115,2,7638,3499.6124721603564,0,8024,3575.634743875278
450,1,19,15.008888888888889,1,33,18.875555555555554,2,7658,3508.8533333333335,0,8044,3585.5644444444442
451,1,19,15.017738359201774,1,33,18.88470066518847,2,7680,3518.10199556541,0,8066,3595.49889135255
452,1,19,15.02212389380531,1,33,18.893805309734514,2,7700,3527.353982300885,0,8088,3605.4380530973453
453,1,19,15.030905077262693,1,33,18.898454746136867,2,7720,3536.609271523179,0,8108,3615.3774834437086
454,1,19,15.039647577092511,1,33,18.894273127753305,2,7740,3545.8678414096917,0,8124,3625.308370044053
455,1,19,15.043956043956044,1,33,18.912087912087912,2,7758,3555.1252747252747,0,8150,3635.252747252747
456,1,19,15.048245614035087,1,33,18.92982456140351,2,7776,3564.3815789473683,0,8176,3645.2105263157896
457,1,19,15.052516411378555,1,33,18.921225382932167,2,7794,3573.636761487965,0,8190,3655.1553610503283
458,1,19,15.06113537117904,1,33,18.912663755458514,2,7814,3582.8951965065503,0,8204,3665.0873362445413
459,1,19,15.069716775599128,1,33,18.92156862745098,2,7834,3592.156862745098,0,8226,3675.0239651416123
460,1,19,15.078260869565218,1,33,18.943478260869565,2,7854,3601.4217391304346,0,8254,3684.978260869565
461,1,19,15.078091106290673,1,33,18.94360086767896,2,7874,3610.6898047722343,0,8272,3694.9284164859
462,1,19,15.082251082251082,1,33,18.93073593073593,2,7892,3619.95670995671,0,8284,3704.8614718614717
463,1,19,15.086393088552915,1,33,18.930885529157667,2,7912,3629.2267818574514,0,8302,3714.790496760259
464,1,19,15.094827586206897,1,33,18.94396551724138,2,7932,3638.5,0,8326,3724.728448275862
465,1,19,15.103225806451613,1,33,18.944086021505377,2,7954,3647.7806451612905,0,8344,3734.6623655913977
466,1,19,15.103004291845494,1,33,18.96137339055794,2,7974,3657.0643776824036,0,8370,3744.6094420600857
467,1,19,15.11134903640257,1,33,18.98286937901499,2,7996,3666.355460385439,0,8398,3754.573875802998
468,1,19,15.11965811965812,1,33,18.974358974358974,2,8016,3675.6495726495727,0,8412,3764.525641025641
469,1,19,15.119402985074627,1,33,18.97867803837953,2,8036,3684.946695095949,0,8432,3774.4776119402986
470,1,19,15.127659574468085,1,33,18.97872340425532,2,8056,3694.2468085106384,0,8450,3784.425531914894
471,1,19,15.13588110403397,1,33,18.97876857749469,2,8076,3703.5498938428873,0,8468,3794.3694267515925
472,1,19,15.14406779661017,1,33,18.978813559322035,2,8096,3712.85593220339,0,8486,3804.3093220338983
473,1,19,15.14799154334038,1,33,18.99154334038055,2,8114,3722.1606765327697,0,8510,3814.257928118393
474,1,19,15.151898734177216,1,33,18.9957805907173,2,8134,3731.46835443038,0,8530,3824.2067510548522
475,1,19,15.16,1,33,19.004210526315788,2,8154,3740.778947368421,0,8552,3834.16
476,1,19,15.163865546218487,1,33,19.00420168067227,2,8176,3750.0966386554624,0,8570,3844.109243697479
477,1,19,15.171907756813416,1,33,18.9958071278826,2,8196,3759.4171907756813,0,8584,3854.0461215932914
478,1,19,15.175732217573222,1,33,19.00418410041841,2,8214,3768.73640167364,0,8606,3863.9874476987447
479,1,19,15.175365344467641,1,33,19.025052192066806,2,8234,3778.0584551148227,0,8634,3873.945720250522
480,1,19,15.183333333333334,1,33,19.041666666666668,2,8256,3787.3875,0,8660,3883.9166666666665
481,1,19,15.182952182952183,1,33,19.037422037422036,2,8276,3796.7193347193347,0,8676,3893.879417879418
482,1,19,15.182572614107883,1,33,19.024896265560166,2,8294,3806.04979253112,0,8688,3903.825726141079
483,1,19,15.186335403726709,1,33,19.016563146997928,2,8314,3815.383022774327,0,8702,3913.75983436853
484,1,19,15.194214876033058,1,33,19.024793388429753,2,8334,3824.719008264463,0,8724,3923.698347107438
485,1,19,15.202061855670102,1,33,19.016494845360825,2,8354,3834.057731958763,0,8738,3933.6247422680412
486,1,19,15.209876543209877,1,33,19.037037037037038,2,8376,3843.40329218107,0,8766,3943.567901234568
487,1,21,15.2217659137577,1,33,19.04928131416838,2,8398,3852.7556468172484,0,8790,3953.5195071868584
488,1,21,15.229508196721312,1,33,19.065573770491802,2,8420,3862.1147540983607,0,8816,3963.4836065573772
489,1,21,15.233128834355828,1,33,19.06952965235174,2,8438,3871.472392638037,0,8836,3973.447852760736
490,1,21,15.240816326530613,1,33,19.073469387755104,2,8458,3880.8326530612244,0,8856,3983.412244897959
491,1,21,15.24847250509165,1,33,19.077393075356415,2,8478,3890.195519348269,0,8876,3993.3767820773933
492,1,21,15.252032520325203,1,33,19.09349593495935,2,8500,3899.5650406504064,0,8902,4003.3536585365855
493,1,21,15.259634888438134,1,35,19.125760649087223,2,8520,3908.9371196754564,0,8936,4013.3590263691685
494,1,21,15.267206477732794,1,35,19.13765182186235,2,8540,3918.3117408906883,0,8960,4023.3724696356276
495,1,21,15.274747474747475,1,35,19.14949494949495,2,8562,3927.6929292929294,0,8984,4033.3939393939395
496,1,21,15.274193548387096,1,35,19.14516129032258,2,8582,3937.076612903226,0,9000,4043.407258064516
497,1,21,15.277665995975855,1,35,19.15291750503018,2,8600,3946.4587525150905,0,9022,4053.4245472837024
498,1,21,15.281124497991968,1,35,19.160642570281123,2,8622,3955.847389558233,0,9044,4063.4457831325303
499,1,21,15.288577154308618,1,35,19.17635270541082,2,8642,3965.2384769539076,0,9070,4073.478957915832
500,1,21,15.296,1,35,19.184,2,8662,3974.632,0,9092,4083.516
